Ensembl,Entry,UNIPROT,Chrom,Gene.Name,Biotype
ENSG00000237128,NA,NA,10,RP11-351M16.3,lincRNA
ENSG00000249099,NA,NA,5,RP11-351N6.1,lincRNA
ENSG00000255945,NA,NA,12,RP11-351O2.1,lincRNA
ENSG00000260611,NA,NA,16,RP11-352B15.2,lincRNA
ENSG00000259504,NA,NA,15,RP11-352D13.5,lincRNA
ENSG00000272859,NA,NA,4,RP11-352E8.2,lincRNA
ENSG00000273009,NA,NA,3,RP11-352G9.1,lincRNA
ENSG00000257657,NA,NA,12,RP11-352M15.1,lincRNA
ENSG00000137714,P10109,ADX_HUMAN,11,FDX1,protein_coding
ENSG00000267673,Q6P4F2,FDX2_HUMAN,19,FDX1L,protein_coding
ENSG00000273265,NA,NA,2,RP11-353K11.1,lincRNA
ENSG00000262772,NA,NA,17,RP11-353N14.2,lincRNA
ENSG00000255561,Q9BRP7,FDXA1_HUMAN,11,FDXACB1,protein_coding
ENSG00000161513,P22570,ADRO_HUMAN,17,FDXR,protein_coding
ENSG00000066926,P22830,HEMH_HUMAN,18,FECH,protein_coding
ENSG00000262343,NA,NA,17,RP11-353N14.3,lincRNA
ENSG00000141965,Q9BSK4,FEM1A_HUMAN,19,FEM1A,protein_coding
ENSG00000262188,NA,NA,17,RP11-353N14.4,lincRNA
ENSG00000262585,NA,NA,17,RP11-353N14.5,lincRNA
ENSG00000229801,NA,NA,1,RP11-353N4.1,lincRNA
ENSG00000223759,NA,NA,1,RP11-353N4.4,lincRNA
ENSG00000169018,Q9UK73,FEM1B_HUMAN,15,FEM1B,protein_coding
ENSG00000145780,Q96JP0,FEM1C_HUMAN,5,FEM1C,protein_coding
ENSG00000168496,P39748,FEN1_HUMAN,11,FEN1,protein_coding
ENSG00000234232,NA,NA,1,RP11-353N4.5,lincRNA
ENSG00000258532,NA,NA,14,RP11-353P15.1,lincRNA
ENSG00000151422,P16591,FER_HUMAN,5,FER,protein_coding
ENSG00000254689,NA,NA,8,RP11-354A14.1,lincRNA
ENSG00000249715,A0AVI2,FR1L5_HUMAN,2,FER1L5,pseudogene
ENSG00000214814,Q2WGJ9,FR1L6_HUMAN,8,FER1L6,protein_coding
ENSG00000244461,NA,NA,3,RP11-354H21.1,lincRNA
ENSG00000240573,NA,NA,3,RP11-354H21.2,lincRNA
ENSG00000146618,Q96RJ6,FER3L_HUMAN,7,FERD3L,protein_coding
ENSG00000101311,Q9BQL6,FERM1_HUMAN,20,FERMT1,protein_coding
ENSG00000073712,Q96AC1,FERM2_HUMAN,14,FERMT2,protein_coding
ENSG00000149781,Q86UX7,URP2_HUMAN,11,FERMT3,protein_coding
ENSG00000225775,NA,NA,6,RP11-354I10.1,lincRNA
ENSG00000182511,P07332,FES_HUMAN,15,FES,protein_coding
ENSG00000090512,Q9UGM5,FETUB_HUMAN,3,FETUB,protein_coding
ENSG00000163497,Q99581,FEV_HUMAN,2,FEV,protein_coding
ENSG00000149557,Q99689,FEZ1_HUMAN,11,FEZ1,protein_coding
ENSG00000171055,Q9UHY8,FEZ2_HUMAN,2,FEZ2,protein_coding
ENSG00000128610,A0PJY2,FEZF1_HUMAN,7,FEZF1,protein_coding
ENSG00000261310,NA,NA,16,RP11-354I13.1,lincRNA
ENSG00000153266,Q8TBJ5,FEZF2_HUMAN,3,FEZF2,protein_coding
ENSG00000126266,O14842,FFAR1_HUMAN,19,FFAR1,protein_coding
ENSG00000126262,O15552,FFAR2_HUMAN,19,FFAR2,protein_coding
ENSG00000185897,O14843,FFAR3_HUMAN,19,FFAR3,protein_coding
ENSG00000186188,Q5NUL3,FFAR4_HUMAN,10,FFAR4,protein_coding
ENSG00000171560,P02671,FIBA_HUMAN,4,FGA,protein_coding
ENSG00000171564,P02675,FIBB_HUMAN,4,FGB,protein_coding
ENSG00000102302,P98174,FGD1_HUMAN,X,FGD1,protein_coding
ENSG00000146192,Q7Z6J4,FGD2_HUMAN,6,FGD2,protein_coding
ENSG00000127084,Q5JSP0,FGD3_HUMAN,9,FGD3,protein_coding
ENSG00000139132,Q96M96,FGD4_HUMAN,12,FGD4,protein_coding
ENSG00000154783,Q6ZNL6,FGD5_HUMAN,3,FGD5,protein_coding
ENSG00000261436,NA,NA,16,RP11-354I13.2,lincRNA
ENSG00000227764,NA,NA,1,RP11-354K1.1,lincRNA
ENSG00000180263,Q6ZV73,FGD6_HUMAN,12,FGD6,protein_coding
ENSG00000113578,P05230,FGF1_HUMAN,5,FGF1,protein_coding
ENSG00000070193,O15520,FGF10_HUMAN,5,FGF10,protein_coding
ENSG00000228792,NA,NA,1,RP11-354K1.2,lincRNA
ENSG00000161958,Q92914,FGF11_HUMAN,17,FGF11,protein_coding
ENSG00000114279,P61328,FGF12_HUMAN,3,FGF12,protein_coding
ENSG00000271945,NA,NA,6,RP11-354K4.2,lincRNA
ENSG00000249052,NA,NA,4,RP11-354O24.1,lincRNA
ENSG00000261696,NA,NA,9,RP11-354P17.15,lincRNA
ENSG00000129682,Q92913,FGF13_HUMAN,X,FGF13,protein_coding
ENSG00000260041,NA,NA,16,RP11-355E10.1,lincRNA
ENSG00000102466,Q92915,FGF14_HUMAN,13,FGF14,protein_coding
ENSG00000263041,NA,NA,10,RP11-355F22.1,lincRNA
ENSG00000258903,NA,NA,14,RP11-355I22.2,lincRNA
ENSG00000258842,NA,NA,14,RP11-355I22.5,lincRNA
ENSG00000196468,O43320,FGF16_HUMAN,X,FGF16,protein_coding
ENSG00000158815,O60258,FGF17_HUMAN,8,FGF17,protein_coding
ENSG00000156427,O76093,FGF18_HUMAN,5,FGF18,protein_coding
ENSG00000162344,O95750,FGF19_HUMAN,11,FGF19,protein_coding
ENSG00000138685,P09038,FGF2_HUMAN,4,FGF2,protein_coding
ENSG00000078579,Q9NP95,FGF20_HUMAN,8,FGF20,protein_coding
ENSG00000105550,Q9NSA1,FGF21_HUMAN,19,FGF21,protein_coding
ENSG00000070388,Q9HCT0,FGF22_HUMAN,19,FGF22,protein_coding
ENSG00000118972,Q9GZV9,FGF23_HUMAN,12,FGF23,protein_coding
ENSG00000186895,P11487,FGF3_HUMAN,11,FGF3,protein_coding
ENSG00000075388,P08620,FGF4_HUMAN,11,FGF4,protein_coding
ENSG00000138675,P12034,FGF5_HUMAN,4,FGF5,protein_coding
ENSG00000111241,P10767,FGF6_HUMAN,12,FGF6,protein_coding
ENSG00000140285,P21781,FGF7_HUMAN,15,FGF7,protein_coding
ENSG00000258403,NA,NA,14,RP11-355I22.6,lincRNA
ENSG00000260507,NA,NA,16,RP11-356C4.3,lincRNA
ENSG00000107831,P55075,FGF8_HUMAN,10,FGF8,protein_coding
ENSG00000102678,P31371,FGF9_HUMAN,13,FGF9,protein_coding
ENSG00000137440,Q14512,FGFP1_HUMAN,4,FGFBP1,protein_coding
ENSG00000137441,Q9BYJ0,FGFP2_HUMAN,4,FGFBP2,protein_coding
ENSG00000174721,Q8TAT2,FGFP3_HUMAN,10,FGFBP3,protein_coding
ENSG00000077782,P11362,FGFR1_HUMAN,8,FGFR1,protein_coding
ENSG00000213066,O95684,CEP43_HUMAN,6,FGFR1OP,protein_coding
ENSG00000111790,Q9NVK5,FGOP2_HUMAN,12,FGFR1OP2,protein_coding
ENSG00000261172,NA,NA,16,RP11-356C4.5,lincRNA
ENSG00000066468,P21802,FGFR2_HUMAN,10,FGFR2,protein_coding
ENSG00000068078,P22607,FGFR3_HUMAN,4,FGFR3,protein_coding
ENSG00000234956,NA,NA,6,RP11-356I2.1,lincRNA
ENSG00000226822,NA,NA,1,RP11-356N1.2,lincRNA
ENSG00000258414,NA,NA,14,RP11-356O9.1,lincRNA
ENSG00000160867,P22455,FGFR4_HUMAN,5,FGFR4,protein_coding
ENSG00000127418,Q8N441,FGRL1_HUMAN,4,FGFRL1,protein_coding
ENSG00000171557,P02679,FIBG_HUMAN,4,FGG,protein_coding
ENSG00000172456,Q96C11,FGGY_HUMAN,1,FGGY,protein_coding
ENSG00000104760,Q08830,FGL1_HUMAN,8,FGL1,protein_coding
ENSG00000127951,Q14314,FGL2_HUMAN,7,FGL2,protein_coding
ENSG00000000938,P09769,FGR_HUMAN,1,FGR,protein_coding
ENSG00000091483,P07954,FUMH_HUMAN,1,FH,protein_coding
ENSG00000142621,B1AJZ9,FHAD1_HUMAN,1,FHAD1,protein_coding
ENSG00000137460,Q9C0D6,FHDC1_HUMAN,4,FHDC1,protein_coding
ENSG00000189283,P49789,FHIT_HUMAN,3,FHIT,protein_coding
ENSG00000022267,Q13642,FHL1_HUMAN,X,FHL1,protein_coding
ENSG00000115641,Q14192,FHL2_HUMAN,2,FHL2,protein_coding
ENSG00000183386,Q13643,FHL3_HUMAN,1,FHL3,protein_coding
ENSG00000112214,Q5TD97,FHL5_HUMAN,6,FHL5,protein_coding
ENSG00000135723,Q9Y613,FHOD1_HUMAN,16,FHOD1,protein_coding
ENSG00000134775,Q2V2M9,FHOD3_HUMAN,18,FHOD3,protein_coding
ENSG00000259087,NA,NA,14,RP11-356O9.2,lincRNA
ENSG00000130720,Q8N539,FBCD1_HUMAN,9,FIBCD1,protein_coding
ENSG00000176971,Q8TAL6,FIBIN_HUMAN,11,FIBIN,protein_coding
ENSG00000172500,O43427,FIBP_HUMAN,11,FIBP,protein_coding
ENSG00000198855,Q9BVA6,FICD_HUMAN,12,FICD,protein_coding
ENSG00000112367,Q92562,FIG4_HUMAN,6,FIG4,protein_coding
ENSG00000165197,O43915,VEGFD_HUMAN,X,FIGF,protein_coding
ENSG00000183733,Q6QHK4,FIGLA_HUMAN,2,FIGLA,protein_coding
ENSG00000182263,Q5HY92,FIGN_HUMAN,2,FIGN,protein_coding
ENSG00000132436,Q6PIW4,FIGL1_HUMAN,7,FIGNL1,protein_coding
ENSG00000118407,Q7Z7B0,FLIP1_HUMAN,6,FILIP1,protein_coding
ENSG00000168386,Q4L180,FIL1L_HUMAN,3,FILIP1L,protein_coding
ENSG00000145216,Q6UN15,FIP1_HUMAN,4,FIP1L1,protein_coding
ENSG00000214253,Q9Y3D6,FIS1_HUMAN,7,FIS1,protein_coding
ENSG00000139914,A5D6W6,FITM1_HUMAN,14,FITM1,protein_coding
ENSG00000197296,Q8N6M3,FITM2_HUMAN,20,FITM2,protein_coding
ENSG00000179943,Q96SL8,FIZ1_HUMAN,19,FIZ1,protein_coding
ENSG00000179431,Q86VR8,FJX1_HUMAN,11,FJX1,protein_coding
ENSG00000141756,Q96AY3,FKB10_HUMAN,17,FKBP10,protein_coding
ENSG00000134285,Q9NYL4,FKB11_HUMAN,12,FKBP11,protein_coding
ENSG00000106080,Q9NWM8,FKB14_HUMAN,7,FKBP14,protein_coding
ENSG00000119321,Q5T1M5,FKB15_HUMAN,9,FKBP15,protein_coding
ENSG00000088832,P62942,FKB1A_HUMAN,20,FKBP1A,protein_coding
ENSG00000248148,NA,NA,5,RP11-357F12.1,lincRNA
ENSG00000272763,NA,NA,17,RP11-357H14.17,lincRNA
ENSG00000119782,P68106,FKB1B_HUMAN,2,FKBP1B,protein_coding
ENSG00000198225,Q5VVH2,Q5VVH2_HUMAN,6,FKBP1C,protein_coding
ENSG00000173486,P26885,FKBP2_HUMAN,11,FKBP2,protein_coding
ENSG00000100442,Q00688,FKBP3_HUMAN,14,FKBP3,protein_coding
ENSG00000004478,Q02790,FKBP4_HUMAN,12,FKBP4,protein_coding
ENSG00000264108,NA,NA,18,RP11-357H3.1,lincRNA
ENSG00000096060,Q13451,FKBP5_HUMAN,6,FKBP5,protein_coding
ENSG00000077800,O75344,FKBP6_HUMAN,7,FKBP6,protein_coding
ENSG00000079150,Q9Y680,FKBP7_HUMAN,2,FKBP7,protein_coding
ENSG00000105701,Q14318,FKBP8_HUMAN,19,FKBP8,protein_coding
ENSG00000122642,O95302,FKBP9_HUMAN,7,FKBP9,protein_coding
ENSG00000255618,NA,NA,12,RP11-357K6.1,lincRNA
ENSG00000204315,Q9UIM3,FKBPL_HUMAN,6,FKBPL,protein_coding
ENSG00000181027,Q9H9S5,FKRP_HUMAN,19,FKRP,protein_coding
ENSG00000255814,NA,NA,12,RP11-357K6.2,lincRNA
ENSG00000256149,NA,NA,12,RP11-357K6.3,lincRNA
ENSG00000267658,NA,NA,17,RP11-358B23.1,lincRNA
ENSG00000254586,NA,NA,11,RP11-358H18.3,lincRNA
ENSG00000226643,NA,NA,1,RP11-358H9.1,lincRNA
ENSG00000261712,NA,NA,15,RP11-358L4.1,lincRNA
ENSG00000106692,O75072,FKTN_HUMAN,9,FKTN,protein_coding
ENSG00000160688,Q8NFF5,FAD1_HUMAN,1,FLAD1,protein_coding
ENSG00000154803,Q8NFG4,FLCN_HUMAN,17,FLCN,protein_coding
ENSG00000143631,P20930,FILA_HUMAN,1,FLG,protein_coding
ENSG00000260172,NA,NA,15,RP11-358M11.3,lincRNA
ENSG00000143520,Q5D862,FILA2_HUMAN,1,FLG2,protein_coding
ENSG00000151702,Q01543,FLI1_HUMAN,11,FLI1,protein_coding
ENSG00000177731,Q13045,FLII_HUMAN,17,FLII,protein_coding
ENSG00000225209,NA,NA,7,RP11-358M3.1,lincRNA
ENSG00000242009,NA,NA,3,RP11-359D24.1,lincRNA
ENSG00000270607,NA,NA,11,RP11-359E10.1,lincRNA
ENSG00000253381,NA,NA,8,RP11-359E19.1,lincRNA
ENSG00000253665,NA,NA,8,RP11-359E19.2,lincRNA
ENSG00000223649,NA,NA,1,RP11-359E8.3,lincRNA
ENSG00000230400,NA,NA,20,RP11-359G22.2,lincRNA
ENSG00000272360,NA,NA,3,RP11-359I18.5,lincRNA
ENSG00000256973,NA,NA,12,RP11-359J14.2,lincRNA
ENSG00000196924,P21333,FLNA_HUMAN,X,FLNA,protein_coding
ENSG00000136068,O75369,FLNB_HUMAN,3,FLNB,protein_coding
ENSG00000235819,NA,NA,9,RP11-359J6.1,lincRNA
ENSG00000128591,Q14315,FLNC_HUMAN,7,FLNC,protein_coding
ENSG00000137312,O75955,FLOT1_HUMAN,6,FLOT1,protein_coding
ENSG00000132589,Q14254,FLOT2_HUMAN,17,FLOT2,protein_coding
ENSG00000126500,A0A6E1VY70,A0A6E1VY70_HUMAN,11,FLRT1,protein_coding
ENSG00000185070,O43155,FLRT2_HUMAN,14,FLRT2,protein_coding
ENSG00000125848,Q9NZU0,FLRT3_HUMAN,20,FLRT3,protein_coding
ENSG00000102755,P17948,VGFR1_HUMAN,13,FLT1,protein_coding
ENSG00000257474,NA,NA,12,RP11-359M6.1,lincRNA
ENSG00000122025,P36888,FLT3_HUMAN,13,FLT3,protein_coding
ENSG00000090554,P49771,FLT3L_HUMAN,19,FLT3LG,protein_coding
ENSG00000037280,P35916,VGFR3_HUMAN,5,FLT4,protein_coding
ENSG00000162769,Q9Y5Y0,FLVC1_HUMAN,1,FLVCR1,protein_coding
ENSG00000230631,NA,NA,6,RP11-359N11.1,lincRNA
ENSG00000119686,Q9UPI3,FLVC2_HUMAN,14,FLVCR2,protein_coding
ENSG00000059122,Q4VC44,FWCH1_HUMAN,16,FLYWCH1,protein_coding
ENSG00000259110,NA,NA,14,RP11-359N5.1,lincRNA
ENSG00000162076,Q96CP2,FWCH2_HUMAN,16,FLYWCH2,protein_coding
ENSG00000248905,Q68DA7,FMN1_HUMAN,15,FMN1,protein_coding
ENSG00000155816,Q9NZ56,FMN2_HUMAN,1,FMN2,protein_coding
ENSG00000184922,O95466,FMNL1_HUMAN,17,FMNL1,protein_coding
ENSG00000157827,Q96PY5,FMNL2_HUMAN,2,FMNL2,protein_coding
ENSG00000161791,Q8IVF7,FMNL3_HUMAN,12,FMNL3,protein_coding
ENSG00000010932,Q01740,FMO1_HUMAN,1,FMO1,protein_coding
ENSG00000236635,NA,NA,6,RP11-35J1.1,lincRNA
ENSG00000271758,NA,NA,11,RP11-35J10.5,lincRNA
ENSG00000094963,Q99518,FMO2_HUMAN,1,FMO2,protein_coding
ENSG00000007933,P31513,FMO3_HUMAN,1,FMO3,protein_coding
ENSG00000076258,P31512,FMO4_HUMAN,1,FMO4,protein_coding
ENSG00000131781,P49326,FMO5_HUMAN,1,FMO5,protein_coding
ENSG00000231979,NA,NA,1,RP11-35L17.3,lincRNA
ENSG00000248736,NA,NA,5,RP11-35O7.1,lincRNA
ENSG00000270403,NA,NA,11,RP11-35P15.1,lincRNA
ENSG00000225960,NA,NA,9,RP11-360A18.1,lincRNA
ENSG00000122176,Q06828,FMOD_HUMAN,1,FMOD,protein_coding
ENSG00000102081,Q06787,FMR1_HUMAN,X,FMR1,protein_coding
ENSG00000261432,NA,NA,9,RP11-360A18.2,lincRNA
ENSG00000249685,NA,NA,4,RP11-360F5.3,lincRNA
ENSG00000176988,Q8N0W7,FMR1N_HUMAN,X,FMR1NB,protein_coding
ENSG00000115414,P02751,FINC_HUMAN,2,FN1,protein_coding
ENSG00000167363,Q9H479,FN3K_HUMAN,17,FN3K,protein_coding
ENSG00000141560,Q9HA64,KT3K_HUMAN,17,FN3KRP,protein_coding
ENSG00000187239,Q96RU3,FNBP1_HUMAN,9,FNBP1,protein_coding
ENSG00000137942,Q5T0N5,FBP1L_HUMAN,1,FNBP1L,protein_coding
ENSG00000272130,NA,NA,5,RP11-360I2.1,lincRNA
ENSG00000109920,Q8N3X1,FNBP4_HUMAN,11,FNBP4,protein_coding
ENSG00000164694,Q4ZHG4,FNDC1_HUMAN,6,FNDC1,protein_coding
ENSG00000254587,NA,NA,11,RP11-360K13.1,lincRNA
ENSG00000102531,Q9Y2H6,FND3A_HUMAN,13,FNDC3A,protein_coding
ENSG00000075420,Q53EP0,FND3B_HUMAN,3,FNDC3B,protein_coding
ENSG00000229102,NA,NA,3,RP11-360P21.2,lincRNA
ENSG00000115226,Q9H6D8,FNDC4_HUMAN,2,FNDC4,protein_coding
ENSG00000160097,Q8NAU1,FNDC5_HUMAN,1,FNDC5,protein_coding
ENSG00000143107,Q5VTL7,FNDC7_HUMAN,1,FNDC7,protein_coding
ENSG00000073598,Q8TC99,FNDC8_HUMAN,17,FNDC8,protein_coding
ENSG00000172568,Q8TBE3,FNDC9_HUMAN,5,FNDC9,protein_coding
ENSG00000217128,Q8TF40,FNIP1_HUMAN,5,FNIP1,protein_coding
ENSG00000052795,Q9P278,FNIP2_HUMAN,4,FNIP2,protein_coding
ENSG00000168522,P49354,FNTA_HUMAN,8,FNTA,protein_coding
ENSG00000261129,NA,NA,4,RP11-361D14.2,lincRNA
ENSG00000225135,NA,NA,6,RP11-361F15.2,lincRNA
ENSG00000257365,P49356,FNTB_HUMAN,14,FNTB,protein_coding
ENSG00000188352,Q5VW36,FOCAD_HUMAN,9,FOCAD,protein_coding
ENSG00000086205,Q04609,FOLH1_HUMAN,11,FOLH1,protein_coding
ENSG00000257747,NA,NA,12,RP11-362A1.1,lincRNA
ENSG00000110195,P15328,FOLR1_HUMAN,11,FOLR1,protein_coding
ENSG00000165457,P14207,FOLR2_HUMAN,11,FOLR2,protein_coding
ENSG00000110203,P41439,FOLR3_HUMAN,11,FOLR3,protein_coding
ENSG00000183560,A6ND01,JUNO_HUMAN,11,FOLR4,protein_coding
ENSG00000133393,Q96NB1,CEP20_HUMAN,16,FOPNL,protein_coding
ENSG00000170345,P01100,FOS_HUMAN,14,FOS,protein_coding
ENSG00000125740,P53539,FOSB_HUMAN,19,FOSB,protein_coding
ENSG00000175592,P15407,FOSL1_HUMAN,11,FOSL1,protein_coding
ENSG00000248810,NA,NA,4,RP11-362F19.1,lincRNA
ENSG00000075426,P15408,FOSL2_HUMAN,2,FOSL2,protein_coding
ENSG00000129514,P55317,FOXA1_HUMAN,14,FOXA1,protein_coding
ENSG00000125798,Q9Y261,FOXA2_HUMAN,20,FOXA2,protein_coding
ENSG00000170608,P55318,FOXA3_HUMAN,19,FOXA3,protein_coding
ENSG00000171956,Q99853,FOXB1_HUMAN,15,FOXB1,protein_coding
ENSG00000204612,Q5VYV0,FOXB2_HUMAN,9,FOXB2,protein_coding
ENSG00000054598,Q12948,FOXC1_HUMAN,6,FOXC1,protein_coding
ENSG00000176692,Q99958,FOXC2_HUMAN,16,FOXC2,protein_coding
ENSG00000251493,Q16676,FOXD1_HUMAN,5,FOXD1,protein_coding
ENSG00000186564,O60548,FOXD2_HUMAN,1,FOXD2,protein_coding
ENSG00000272632,NA,NA,4,RP11-362F19.3,lincRNA
ENSG00000187140,Q9UJU5,FOXD3_HUMAN,1,FOXD3,protein_coding
ENSG00000170122,Q12950,FOXD4_HUMAN,9,FOXD4,protein_coding
ENSG00000184492,Q9NU39,FX4L1_HUMAN,2,FOXD4L1,protein_coding
ENSG00000248744,NA,NA,4,RP11-362I1.1,lincRNA
ENSG00000187559,Q6VB84,FX4L3_HUMAN,9,FOXD4L3,protein_coding
ENSG00000184659,Q8WXT5,FX4L4_HUMAN,9,FOXD4L4,protein_coding
ENSG00000204779,Q5VV16,FX4L5_HUMAN,9,FOXD4L5,protein_coding
ENSG00000226825,NA,NA,9,RP11-363D24.1,lincRNA
ENSG00000178919,O00358,FOXE1_HUMAN,9,FOXE1,protein_coding
ENSG00000186790,Q13461,FOXE3_HUMAN,1,FOXE3,protein_coding
ENSG00000103241,Q12946,FOXF1_HUMAN,16,FOXF1,protein_coding
ENSG00000137273,Q12947,FOXF2_HUMAN,6,FOXF2,protein_coding
ENSG00000176165,P55316,FOXG1_HUMAN,14,FOXG1,protein_coding
ENSG00000160973,O75593,FOXH1_HUMAN,8,FOXH1,protein_coding
ENSG00000168269,Q12951,FOXI1_HUMAN,5,FOXI1,protein_coding
ENSG00000186766,Q6ZQN5,FOXI2_HUMAN,10,FOXI2,protein_coding
ENSG00000214336,A8MTJ6,FOXI3_HUMAN,2,FOXI3,processed_transcript
ENSG00000129654,Q92949,FOXJ1_HUMAN,17,FOXJ1,protein_coding
ENSG00000065970,Q9P0K8,FOXJ2_HUMAN,12,FOXJ2,protein_coding
ENSG00000198815,Q9UPW0,FOXJ3_HUMAN,1,FOXJ3,protein_coding
ENSG00000164916,P85037,FOXK1_HUMAN,7,FOXK1,protein_coding
ENSG00000141568,Q01167,FOXK2_HUMAN,17,FOXK2,protein_coding
ENSG00000176678,Q12952,FOXL1_HUMAN,16,FOXL1,protein_coding
ENSG00000183770,P58012,FOXL2_HUMAN,3,FOXL2,protein_coding
ENSG00000111206,Q08050,FOXM1_HUMAN,12,FOXM1,protein_coding
ENSG00000109101,O15353,FOXN1_HUMAN,17,FOXN1,protein_coding
ENSG00000170802,P32314,FOXN2_HUMAN,2,FOXN2,protein_coding
ENSG00000053254,O00409,FOXN3_HUMAN,14,FOXN3,protein_coding
ENSG00000272425,NA,NA,8,RP11-363E6.4,lincRNA
ENSG00000246541,NA,NA,4,RP11-363G15.2,lincRNA
ENSG00000229556,NA,NA,13,RP11-363G2.4,lincRNA
ENSG00000139445,Q96NZ1,FOXN4_HUMAN,12,FOXN4,protein_coding
ENSG00000150907,Q12778,FOXO1_HUMAN,13,FOXO1,protein_coding
ENSG00000258957,NA,NA,14,RP11-363J20.1,lincRNA
ENSG00000118689,O43524,FOXO3_HUMAN,6,FOXO3,protein_coding
ENSG00000240445,A0A2Z4LIS9,FXO3B_HUMAN,17,FOXO3B,pseudogene
ENSG00000184481,P98177,FOXO4_HUMAN,X,FOXO4,protein_coding
ENSG00000204060,A8MYZ6,FOXO6_HUMAN,1,FOXO6,protein_coding
ENSG00000114861,Q9H334,FOXP1_HUMAN,3,FOXP1,protein_coding
ENSG00000258520,NA,NA,14,RP11-363J20.2,lincRNA
ENSG00000233145,NA,NA,X,RP11-364B14.1,lincRNA
ENSG00000128573,O15409,FOXP2_HUMAN,7,FOXP2,protein_coding
ENSG00000049768,Q9BZS1,FOXP3_HUMAN,X,FOXP3,protein_coding
ENSG00000137166,Q8IVH2,FOXP4_HUMAN,6,FOXP4,protein_coding
ENSG00000164379,Q9C009,FOXQ1_HUMAN,6,FOXQ1,protein_coding
ENSG00000176302,Q6PIV2,FOXR1_HUMAN,11,FOXR1,protein_coding
ENSG00000189299,Q6PJQ5,FOXR2_HUMAN,X,FOXR2,protein_coding
ENSG00000110074,Q96CU9,FXRD1_HUMAN,11,FOXRED1,protein_coding
ENSG00000100350,Q8IWF2,FXRD2_HUMAN,22,FOXRED2,protein_coding
ENSG00000179772,O43638,FOXS1_HUMAN,20,FOXS1,protein_coding
ENSG00000215869,NA,NA,1,RP11-364B6.1,lincRNA
ENSG00000136877,Q05932,FOLC_HUMAN,9,FPGS,protein_coding
ENSG00000254685,O14772,FPGT_HUMAN,1,FPGT,protein_coding
ENSG00000259030,A0A3B3ITB1,A0A3B3ITB1_HUMAN,1,FPGT-TNNI3K,protein_coding
ENSG00000171051,P21462,FPR1_HUMAN,19,FPR1,protein_coding
ENSG00000171049,P25090,FPR2_HUMAN,19,FPR2,protein_coding
ENSG00000187474,P25089,FPR3_HUMAN,19,FPR3,protein_coding
ENSG00000148690,Q70Z53,F10C1_HUMAN,10,FRA10AC1,protein_coding
ENSG00000138759,Q86XX4,FRAS1_HUMAN,4,FRAS1,protein_coding
ENSG00000165879,Q92837,FRAT1_HUMAN,10,FRAT1,protein_coding
ENSG00000181274,O75474,FRAT2_HUMAN,10,FRAT2,protein_coding
ENSG00000250969,NA,NA,4,RP11-364L4.3,lincRNA
ENSG00000164946,Q5H8C1,FREM1_HUMAN,9,FREM1,protein_coding
ENSG00000150893,Q5SZK8,FREM2_HUMAN,13,FREM2,protein_coding
ENSG00000234111,NA,NA,4,RP11-364P22.1,lincRNA
ENSG00000183090,P0C091,FREM3_HUMAN,4,FREM3,protein_coding
ENSG00000109536,Q14331,FRG1_HUMAN,4,FRG1,protein_coding
ENSG00000249275,NA,NA,4,RP11-364P22.2,lincRNA
ENSG00000205097,Q64ET8,FRG2_HUMAN,4,FRG2,protein_coding
ENSG00000225899,Q96QU4,FRG2B_HUMAN,10,FRG2B,protein_coding
ENSG00000172969,A6NGY1,FRG2C_HUMAN,3,FRG2C,protein_coding
ENSG00000111816,P42685,FRK_HUMAN,6,FRK,protein_coding
ENSG00000153303,Q8N878,FRMD1_HUMAN,6,FRMD1,protein_coding
ENSG00000172159,A2A2Y4,FRMD3_HUMAN,9,FRMD3,protein_coding
ENSG00000151474,Q9P2Q2,FRM4A_HUMAN,10,FRMD4A,protein_coding
ENSG00000114541,Q9Y2L6,FRM4B_HUMAN,3,FRMD4B,protein_coding
ENSG00000171877,Q7Z6J6,FRMD5_HUMAN,15,FRMD5,protein_coding
ENSG00000139926,Q96NE9,FRMD6_HUMAN,14,FRMD6,protein_coding
ENSG00000272576,NA,NA,4,RP11-365H22.2,lincRNA
ENSG00000165694,Q6ZUT3,FRMD7_HUMAN,X,FRMD7,protein_coding
ENSG00000126391,Q9BZ67,FRMD8_HUMAN,11,FRMD8,protein_coding
ENSG00000248370,NA,NA,4,RP11-366H4.1,lincRNA
ENSG00000070601,Q5SYB0,FRPD1_HUMAN,9,FRMPD1,protein_coding
ENSG00000170324,Q68DX3,FRPD2_HUMAN,10,FRMPD2,protein_coding
ENSG00000256259,NA,NA,12,RP11-366L20.4,lincRNA
ENSG00000250887,NA,NA,4,RP11-366M4.13,lincRNA
ENSG00000147234,Q5JV73,FRPD3_HUMAN,X,FRMPD3,protein_coding
ENSG00000228216,NA,NA,9,RP11-367F23.1,lincRNA
ENSG00000169933,Q14CM0,FRPD4_HUMAN,X,FRMPD4,protein_coding
ENSG00000260454,NA,NA,9,RP11-367F23.2,lincRNA
ENSG00000156869,Q6ZNA5,FRRS1_HUMAN,1,FRRS1,protein_coding
ENSG00000260230,Q9P0K9,FRS1L_HUMAN,9,FRRS1L,protein_coding
ENSG00000166225,Q8WU20,FRS2_HUMAN,12,FRS2,protein_coding
ENSG00000137218,O43559,FRS3_HUMAN,6,FRS3,protein_coding
